Revenu 		 Revenu 		 Score: 1.0000
Recensement et demarche 		 EMPLOI DU PERSONNEL QUI TOUCHE LE RSA 		 Score: 0.4989
Recensement et demarche 		 Un RUA social 		 Score: 0.4989
Instauration d'une TVA sociale associée à une diminution des charges salariales 		 Financer le revenu universel en cessant les gaspillages d'argent public 		 Score: 0.4988
Le peuple pour le peuple 		 VERSEMENT 		 Score: 0.4988
pour les étudiants nouvellement diplômés 		 pour le financement 		 Score: 0.4988
Revenu universel d' activité 		 QUE LE MONTANT SOIT SUPERIEUR AU RSA 		 Score: 0.4988
financement 		 A associer aux besoins 		 Score: 0.4988
Financement de l'Etat pour laisser les départements et les villes faire des aides exceptionnelles 		 Lutter contre le non-recours est intéressant à condition de le financer 		 Score: 0.4988
Ne pas prendre la situation personnelle de la personne dans le calcul du revenu (AAH) 		 selon les ressources de chaque entité, séparement : couple, enfant, personne seule... 		 Score: 0.4988
Prise en compte des ressources 		 Porter plus efficacement à la connaissance de chacun ses droits, et respecter les choix faits 		 Score: 0.4987
Reconnaître l'investissement bénévole dans des organismes d'intérêt général 		 Comment financer 		 Score: 0.4987
Garantir un écart significatif avec le travail 		 Un filet de sécurité 		 Score: 0.4987
Conditions - 1400 euros net Revenu minimum universel 		 Revenu minimum pour toutes et  tous 		 Score: 0.4987
Déclaration trimestrielle 		 fonctionnement 		 Score: 0.4987
doit continuer à être versé sous conditions de ressources 		 Confier la gestion et le versement du RUA au futur service public de l'insertion (et de l'emploi) 		 Score: 0.4987
Récupération sur succession 		 Fonctionnement RU 		 Score: 0.4987
DU TRAVAIL EN CONTREPARTIE 		 TVA 		 Score: 0.4987
Revenu 		 stop  pas touche  a mon  aah 		 Score: 0.4987
stop  pas touche  a mon  aah 		 Revenu 		 Score: 0.4987
Prise en compte des ressources 		 les conditions 		 Score: 0.4987
modalités de demande du RUA 		 Prévisions du RUA à long terme 		 Score: 0.4987
Financer le revenu universel par la taxation des transactions et des dividendes boursières 		 Les gains de la lutte contre la fraude fiscale 		 Score: 0.4987
LE REVENU DOIT ETRE INDIVIDUEL ET INDIVIDUALISE 		 Par l'impot payé par tous 		 Score: 0.4987
Confier la gestion et le versement du RUA au futur service public de l'insertion (et de l'emploi) 		 conditions pour le revenu universel d'activité 		 Score: 0.4986
Montant 		 CAISSE DES REVENUS 		 Score: 0.4986
versement allocation logement 		 Continuer à prendre en compte les frais réels 		 Score: 0.4986
Conditions à remplir 		 Dépenses 		 Score: 0.4986
Monoparental (h ou f) 		 Prise en compte de la situation familiale 		 Score: 0.4986
les conditions à remplir 		 Composition familiale, revenus du travail, loyer dû : Le RUA serait calculer en fonction de plusieurs critères 		 Score: 0.4986
Assurer la continuité des droits et interdire les suspensions abusives de versement des allocations 		 Les conditions pour bénéficier du Revenu universel d'activité 		 Score: 0.4986
Financement par l'économie de la simplification et la contribution des hauts revenus 		 Des aides en contrepartie dun travail 		 Score: 0.4986
Un vrai revenu UNIVERSEL (pas lié à l'activité) 		 Penser aussi aux économies à réaliser pour aider vraiment ceux qui en ont besoin 		 Score: 0.4986
Solidarité nationale ET taxe entreprise 		 revenu universel calcul 		 Score: 0.4986
CONTRIBUER : la SEULE Vraie Voie de Sortie 		 Délinquance 		 Score: 0.4985
Instauration d'une TVA sociale associée à une diminution des charges salariales 		 VEILLER à contrôler la baisse prévue du taux de redristibution et éviter un effet d'aubaine et de renforcement de l'assistanat. 		 Score: 0.4985
En mesure d'accompagnement, permettre à chacun de convertir en en  son compte personnel formation 		 Prise en compte des ressources 		 Score: 0.4985
Eviter les doublons 		 les conditions 		 Score: 0.4985
Les taxes sur les robots, les gaffas... 		 Automaticité 		 Score: 0.4985
Contribution Universelle Boursière 		 VERSEMENT 		 Score: 0.4985
ressources pour tous 		 Sans condition car c'est universel 		 Score: 0.4985
financement R.U.A 		 conditions pour le revenu universel d'activité 		 Score: 0.4985
Pour tous = simplification 		 Instituer le Revenu Universel tout court (et donc pas « d'activité ») 		 Score: 0.4985
Prendre en compte les revenus de tout le foyer 		 Restaurer le congés Bilan de compéténces 		 Score: 0.4985
Prendre en compte les revenus de tout le foyer 		 Restaurer le congés Bilan de compéténces 		 Score: 0.4985
Prendre en compte les revenus de tout le foyer 		 Restaurer le congés Bilan de compéténces 		 Score: 0.4985
Prendre en compte les revenus de tout le foyer 		 Restaurer le congés Bilan de compéténces 		 Score: 0.4985
Eviter à la fois la pauvreté et l'inflation. 		 Garantir un écart significatif avec le travail 		 Score: 0.4985
Universalité Prendre en compte les revenues et les périodes travailler 		 Taxer les bénéfices des entreprises 		 Score: 0.4985
Prendre en compte uniquement  la situation personnelle du demandeur 		 A prendre en compte 		 Score: 0.4985
Taxe sur les Gros salaires des patrons d'entreprise et les rentiers de la République 		 revenu universel activite 		 Score: 0.4985
Les gains de la lutte contre la fraude fiscale 		 Lutter contre le non-recours est intéressant à condition de le financer 		 Score: 0.4984
Bouclier universel 		 Fusionner entre les différentes strates de la collectivité. 		 Score: 0.4984
Assurer la continuité des droits et interdire les suspensions abusives de versement des allocations 		 que le RUA vienne en plus de l ahh ou pension d'invalidité 		 Score: 0.4984
De la justice SVP - permettre à chacun de vivre avec un minimum décent au vu des éléments subits (et non choisis) de sa situation. 		 Un Revenu Universel dActivité pour compenser un manque de revenu 		 Score: 0.4984
selon les ressources de chaque entité, séparement : couple, enfant, personne seule... 		 Modalité : l'acte de naître 		 Score: 0.4984
Condition à remplir 		 Déclaration de revenus 		 Score: 0.4984
comme les députée, pas de critère 		 contrer partie 		 Score: 0.4984
REUNIR 		 Faire les modalités de demande du rua pendant le service national universel 		 Score: 0.4984
UNIVERSALITE 		 Pour tous = simplification 		 Score: 0.4984
Exclure le Handicap du champ du RUA 		 Une répartition équitable, sans contre-sens décourageants 		 Score: 0.4984
DU TRAVAIL EN CONTREPARTIE 		 Prise en compte des ressources 		 Score: 0.4983
Le peuple pour le peuple 		 Passer d'un RUA à un Revenu Universel 		 Score: 0.4983
FAIRE DES HEURES DE BENEVOLATS EN MILIEU ASSOCIATIF EN CONTRE PARTIE DU RUA 		 Reconnaître la précarité 		 Score: 0.4983
fusion de toutes les aides sociales 		 conditions pour le revenu universel d'activité 		 Score: 0.4983
doit continuer à être versé sous conditions de ressources 		 Une étude minutieuse des conditions de vie pour le versement de ce revenu 		 Score: 0.4983
Guichet Unique de Prestations Sociales ( GUPS ) 		 Fonctionnement RU 		 Score: 0.4983
Financer le Revenu universel d'activité par la solidarité nationale 		 Pour un nouveau système économique basé sur le droit à l'existence, et non sur la nécessité d'avoir un emploi 		 Score: 0.4983
Ne pas prendre la situation personnelle de la personne dans le calcul du revenu (AAH) 		 RUA c'est bien beau, mais il y à plus de licenciements que d'embauche, encore moins quand on est handicapé, donc il ne faudrait pas inclure l'AAH et l'APL ou autre aide au logement 		 Score: 0.4983
Montant 		 A TOUS MAIS AVEC DES CONDITIONS ET A VÉRIFIER ENSEMBLE 		 Score: 0.4983
économiser en supprimant des avantages exagérés 		 Conditionner le versement de dividendes à l'amélioration des salaires 		 Score: 0.4983
La condition humaine devrait suffire 		 Délinquance 		 Score: 0.4982
Il doit tout prendre en compte 		 contre 		 Score: 0.4982
L'Entreprise paie 		 revenu dactivité universel sauf apl 		 Score: 0.4982
Pour un nouveau système économique basé sur le droit à l'existence, et non sur la nécessité d'avoir un emploi 		 Rente de redistribution sociale 		 Score: 0.4982
Redonner une cohérence à l'ensemble des prélèvements obligatoires. 		 Par l'impot payé par tous 		 Score: 0.4982
Simplifiez ! 		 Modalités 		 Score: 0.4982
Surtout pas de conditions de ressources, sinon ce n'est plus universel 		 Revenu universel 		 Score: 0.4982
Les gains de la lutte contre la fraude fiscale 		 Avec plus de moyens financiers car il aura des perdants 		 Score: 0.4982
RUA fonctionnement 		 regarder la situation  la plus récente 		 Score: 0.4982
Solidarité nationale ET taxe entreprise 		 Une répartition équitable, sans contre-sens décourageants 		 Score: 0.4982
INFORMER LES PERSONNES 		 Par l'impot payé par tous 		 Score: 0.4981
"Faire passer la compétence ""bourse"" du CROUS à l'organisme chargé du RUA" 		 pourquoi est ce honteux ou offensant de demander une contrepartie en échange d'un RUA ??? 		 Score: 0.4981
Récompenser la vertu 		 VERSEMENT 		 Score: 0.4981
selon les ressources de chaque entité, séparement : couple, enfant, personne seule... 		 Prise en compte des ressources 		 Score: 0.4981
Pour un nouveau système économique basé sur le droit à l'existence, et non sur la nécessité d'avoir un emploi 		 Droits ok, mais devoirs aussi 		 Score: 0.4981
Un Revenu Universel pour tous les citoyens 		 revenus par personne 		 Score: 0.4981
stop  pas touche  a mon  aah 		 Le rua ne doit pas comprendre tt les aides 		 Score: 0.4980
Un RUA social 		 Objet: Revenu universel d'activité / Revenu de base inconditionnel 		 Score: 0.4980
revenu digne 		 Équité 		 Score: 0.4980
Revenu universel d' activité 		 Fonctionnement RU 		 Score: 0.4980
dégradation des aides sociales 		 Misère, Pauvreté, problèmes de santé, handicaps, précarité ... 		 Score: 0.4980
Déclaration trimestrielle 		 pour le financement 		 Score: 0.4980
ECRAN DE FUMEE 		 contrer partie 		 Score: 0.4980
AAH 		 contrer partie 		 Score: 0.4980
AAH 		 contrer partie 		 Score: 0.4980
Revenu universel 		 Redistribution 		 Score: 0.4980
Prendre en compte les revenus et la situation du foyer 		 Par l'impot payé par tous 		 Score: 0.4980
Prendre en compte le handicap et les enfants à charge 		 Une étude minutieuse des conditions de vie pour le versement de ce revenu 		 Score: 0.4980
C'estun revenu donc c'est imposable 		 que le RUA vienne en plus de l ahh ou pension d'invalidité 		 Score: 0.4980
Ne pas prendre la situation personnelle de la personne dans le calcul du revenu (AAH) 		 Travailleurs Indépendants : un calcul Mensuel 		 Score: 0.4980
LE REVENU DOIT ETRE INDIVIDUEL ET INDIVIDUALISE 		 RU 		 Score: 0.4980
pour les étudiants nouvellement diplômés 		 A prendre en compte 		 Score: 0.4980
CONDITIONS doit s'apparenter à  UN SENTIMENT DE LIBRE CHOIX ! 		 Un Revenu Universel pour tous les citoyens 		 Score: 0.4980
Envisager un impôt sur le revenu des personnes physiques négatif faisant office de revenu universel d'activité 		 égalité de la république, que les plus riche partages avec les plus pauvres 		 Score: 0.4980
Prendre en compte les revenus de tout le foyer 		 Aides au logement et aah. 		 Score: 0.4979
Prendre en compte les revenus de tout le foyer 		 Aides au logement et aah. 		 Score: 0.4979
Prendre en compte les revenus de tout le foyer 		 Aides au logement et aah. 		 Score: 0.4979
Prendre en compte les revenus de tout le foyer 		 Aides au logement et aah. 		 Score: 0.4979
Un Revenu Universel d'Activité compensatoire 		 Intégrer une AUTOMATICITÉ dans les modalités d'attribution 		 Score: 0.4979
Financement par des prélèvements sur les gros patrimoines et Une TVA majorée sur les produits de luxe 		 Demander au Ministère des finances 		 Score: 0.4979
RUA compatible avec les allocations chômage 		 revenu dactivité universel sauf apl 		 Score: 0.4979
Prendre en compte les problématiques spécifiques 		 Prendre en compte les revenus mais aussi le patrimoine 		 Score: 0.4979
Attention à prendre en compte toutes les situations 		 fonctionnement 		 Score: 0.4979
Pas de conditions de ressources si ce doit être universel. 		 Prise en compte des ressources 		 Score: 0.4979
Prendre en compte les revenus et la situation du foyer 		 Restaurer le congés Bilan de compéténces 		 Score: 0.4979
un minimum décent pour les demandeurs d'emploi et retraités 		 Financer le revenu universel en cessant les gaspillages d'argent public 		 Score: 0.4979
PRENDRE EN COMPTE LA CONSTITUTION DU FOYER ET TOUTES LES RESSOURCES ET LE PATRIMOINE 		 Bouclier universel 		 Score: 0.4979
ressources pour tous 		 Inquiétudes pour le RUA 		 Score: 0.4978
Un Revenu Universel d'Activité compensatoire 		 Automatique pour tous 		 Score: 0.4978
Universalité et Financement 		 Prendre en compte les revenus mais aussi le patrimoine 		 Score: 0.4978
RUA fonctionnement 		 Objet: Revenu universel d'activité / Revenu de base inconditionnel 		 Score: 0.4978
Pas que le revenu , les dépenses du foyer aussi ... 		 Financer le revenu universel en cessant les gaspillages d'argent public 		 Score: 0.4978
PRENDRE EN COMPTE LA CONSTITUTION DU FOYER ET TOUTES LES RESSOURCES ET LE PATRIMOINE 		 Travail des personnes condamnées 		 Score: 0.4978
Revenu universel pour TOUS 		 contrer partie 		 Score: 0.4978
Prendre en compte la diversité des réalités et des difficultés sociales des allocataires 		 Tout prendre en compte 		 Score: 0.4978
PRENDRE EN COMPTE LE REVENU DE CHACUN ET NON DU COUPLE 		 devoir des allocataire 		 Score: 0.4978
Sous quelles conditions 		 Droit du sol 		 Score: 0.4978
FAIRE DES HEURES DE BENEVOLATS EN MILIEU ASSOCIATIF EN CONTRE PARTIE DU RUA 		 Droit du sol 		 Score: 0.4978
Droits et devoir 		 Objet: Revenu universel d'activité / Revenu de base inconditionnel 		 Score: 0.4978
Condition à remplir 		 Revenu 		 Score: 0.4977
Condition à remplir 		 Revenu 		 Score: 0.4977
Justificatif 		 Un montant pour chacun 		 Score: 0.4977
Financer le revenu universel par la taxation des transactions et des dividendes boursières 		 Conditions - 1400 euros net Revenu minimum universel 		 Score: 0.4977
RUA compatible avec les allocations chômage 		 Revenu Minimum Unique RMU 		 Score: 0.4977
Bouclier universel 		 Déclaration trimestrielle 		 Score: 0.4977
Arrêtez de harceler les plus faibles 		 comme les députés, il faut s'auto gérer 		 Score: 0.4977
CONDITIONS doit s'apparenter à  UN SENTIMENT DE LIBRE CHOIX ! 		 Conditions de ressources 		 Score: 0.4977
Pour un nouveau système économique basé sur le droit à l'existence, et non sur la nécessité d'avoir un emploi 		 RUA pour l'autonomie des jeunes 		 Score: 0.4977
Rua pour les personnes en desous du seuil de pauvreté 		 Prendre en compte les revenus (souvent inexistants) des jeunes et étudiants 		 Score: 0.4977
PRENDRE EN COMPTE LE REVENU DE CHACUN ET NON DU COUPLE 		 Le rua ne doit pas comprendre tt les aides 		 Score: 0.4977
Financer le Revenu universel d'activité par la solidarité nationale 		 Penser aussi aux économies à réaliser pour aider vraiment ceux qui en ont besoin 		 Score: 0.4977
D'accord mais sauf le cas des personnes en situation d'handicap (AAH, d'autres allocations et aides aux personnes handicapées) et l'APL 		 faire la demande auprès d'une assitante sociale (et en augmenter les effectifs) 		 Score: 0.4976
Prise en compte des ressources 		 Lutter contre le non-recours est intéressant à condition de le financer 		 Score: 0.4976
L'Entreprise paie 		 Et comment gérer le tiers payant lorsque l'APL (ou AL) est demandé par le bailleur ? 		 Score: 0.4976
Avec plus de moyens financiers car il aura des perdants 		 Financer le revenu universel en cessant les gaspillages d'argent public 		 Score: 0.4976
Solidarité nationale ET taxe entreprise 		 Universal Credit au Royaume Uni 		 Score: 0.4976
Le peuple pour le peuple 		 A associer aux besoins 		 Score: 0.4975
Sensibiliser les paradis fiscaux à la Solidarité Nationale 		 Une répartition équitable, sans contre-sens décourageants 		 Score: 0.4975
DU TRAVAIL EN CONTREPARTIE 		 Revenu de base 		 Score: 0.4975
Ne pas prendre la situation personnelle de la personne dans le calcul du revenu (AAH) 		 Prise en compte de la situation familiale 		 Score: 0.4975
Eviter les effets de seuil 		 A toutes personnes subissant un changement de situation non souhaité 		 Score: 0.4975
La politique familiale ne mène qu'à la décadence 		 Recentrer le soutien social sur les seuls ressortissants nationaux 		 Score: 0.4975
Les conditions pour bénéficier du Revenu universel d'activité 		 économiser en supprimant des avantages exagérés 		 Score: 0.4975
RUA pour tous sans conditions 		 Reconnaître la précarité 		 Score: 0.4975
justifier de faibles revenus 		 Dépenses 		 Score: 0.4975
justificatifs de faibles ressources à l'appui 		 conditions pour le revenu universel d'activité 		 Score: 0.4975
Revenu universel pour TOUS 		 Les conditions pour bénéficier du Revenu universel d'activité 		 Score: 0.4975
AAH 		 A prendre en compte 		 Score: 0.4975
AAH 		 A prendre en compte 		 Score: 0.4975
Revenu de base 		 Les conditions pour bénéficier du Revenu universel d'activité 		 Score: 0.4975
Augmenter les minimas sociaux 		 Conditions - 1400 euros net Revenu minimum universel 		 Score: 0.4975
dégradation des aides sociales 		 Un SMIC à 2000  et un RUA à 800  ! Système de paiement des salaires par l'Etat 		 Score: 0.4974
ne pas compter l'APL dans cette réforme 		 contrer partie 		 Score: 0.4974
Universal Credit au Royaume Uni 		 Par l'impot payé par tous 		 Score: 0.4974
Restaurer le congés Bilan de compéténces 		 Et comment gérer le tiers payant lorsque l'APL (ou AL) est demandé par le bailleur ? 		 Score: 0.4974
les modalites 		 Réinsertion 		 Score: 0.4974
Un RUA social 		 Travail des personnes condamnées 		 Score: 0.4974
Une somme minimale + un bonus/malus selon les cas 		 Rente de redistribution sociale 		 Score: 0.4974
Permettre à chacun de choisir son projet professionnel sur plusieurs annéess 		 Donner du temps à la société 		 Score: 0.4974
Justificatif 		 Un Revenu Universel d'Activité compensatoire 		 Score: 0.4974
financement RSA 		 Un SMIC à 2000  et un RUA à 800  ! Système de paiement des salaires par l'Etat 		 Score: 0.4974
Récupérer les aides sur succession 		 Guichet Unique de Prestations Sociales ( GUPS ) 		 Score: 0.4974
Droits ok, mais devoirs aussi 		 RUA pour tous sans conditions 		 Score: 0.4974
QUE LE MONTANT SOIT SUPERIEUR AU RSA 		 Revenu minimum pour toutes et  tous 		 Score: 0.4974
Le financement du RUA 		 Par l'impot payé par tous 		 Score: 0.4973
Les revenus du foyer 		 Solidarité nationela qui inclue les revenus du capital 		 Score: 0.4973
La France ne peut stopper la mondialisation mais peut privilégier l Europe et 		 CONTRE LE FAIT DE FONDRE LASS ET RSA DANS LE FUTUR RUA 		 Score: 0.4973
REVENU minimum pour tous et toutes sans distinction 		 devoir des allocataire 		 Score: 0.4973
Le revenu de développement 		 revenus par personne 		 Score: 0.4973
Prendre en compte la situation globale de la personne 		 Objet: Revenu universel d'activité / Revenu de base inconditionnel 		 Score: 0.4973
prendre en compte l'argent figurant sur les comptes bancaires 		 revenus par personne 		 Score: 0.4973
Ne pas considérer comme ressources les petites économies 		 juste sur les revenus 		 Score: 0.4973
L'Entreprise paie 		 En traquant les fraudes et les gaspillages 		 Score: 0.4973
justificatifs de faibles ressources à l'appui 		 Equité de la richesse produite et redistribution, problémes et mechanisme de pauvreté 		 Score: 0.4972
En supprimant le CICE. 		 VEILLER à contrôler la baisse prévue du taux de redristibution et éviter un effet d'aubaine et de renforcement de l'assistanat. 		 Score: 0.4972
Prévisions du RUA à long terme 		 Délinquance 		 Score: 0.4972
économiser en supprimant des avantages exagérés 		 Par l'impot payé par tous 		 Score: 0.4972
FINANCEMENT 		 Financer le revenu universel en cessant les gaspillages d'argent public 		 Score: 0.4972
Qu'un avis du Conseil d'Etat puisse aussi être demandé par M. le Défenseur des Droits 		 atteinte aux droit des familles des personnes handicapé 		 Score: 0.4972
Jeune -25 ans 		 RUA pour l'autonomie des jeunes 		 Score: 0.4972
Amour du travaille 		 Garantir un écart significatif avec le travail 		 Score: 0.4972
Éviter la redondance des demandes de justificatifs ou de documents 		 Suspendre ou supprimer le RSA pour les personnes auteurs ou dont les enfants à charge sont auteurs de dégradations de biens publiques ou privés 		 Score: 0.4972
Senio 		 A prendre en compte 		 Score: 0.4972
Sous quelles conditions 		 Un système à points 		 Score: 0.4972
Ne pas prendre la situation personnelle de la personne dans le calcul du revenu (AAH) 		 aller vers un revenu universel 		 Score: 0.4972
Augmenter les minimas sociaux 		 Prélever une taxe sur les machines 		 Score: 0.4971
DU TRAVAIL EN CONTREPARTIE 		 TAXE 1 EURO SUR LA TECHNOLOGIE 		 Score: 0.4971
mon mode opératoire du rua 		 LE REVENU DOIT ETRE INDIVIDUEL ET INDIVIDUALISE 		 Score: 0.4971
Restaurer le congés Bilan de compéténces 		 Un Revenu Universel d'Activité compensatoire 		 Score: 0.4971
Modalité : l'acte de naître 		 fonctionnement 		 Score: 0.4971
Envisager un impôt sur le revenu des personnes physiques négatif faisant office de revenu universel d'activité 		 Un revenu, un travail 		 Score: 0.4971
les modalites 		 Etre français puisque c'est une allocation non assurantielle 		 Score: 0.4971
Un revenu minimum de 18 à 62 ans 		 Prendre en compte les revenus mais aussi le patrimoine 		 Score: 0.4971
Ne pas considérer comme ressources les petites économies 		 Econnomies sur le fonctionnement 		 Score: 0.4971
justifier de faibles revenus 		 Restaurer le congés Bilan de compéténces 		 Score: 0.4971
Eviter les doublons 		 Revenu minimum pour toutes et  tous 		 Score: 0.4971
TVA 		 CAISSE DES REVENUS 		 Score: 0.4970
fusion de toutes les aides sociales 		 Lutter contre le non-recours est intéressant à condition de le financer 		 Score: 0.4970
Prendre en compte les revenus (souvent inexistants) des jeunes et étudiants 		 versement allocation logement 		 Score: 0.4970
FINANCEMENT 		 Universal Credit au Royaume Uni 		 Score: 0.4970
AAH et RUA 		 CONTRE LE FAIT DE FONDRE LASS ET RSA DANS LE FUTUR RUA 		 Score: 0.4970
aller vers un revenu universel 		 Prendre en compte la situation globale 		 Score: 0.4970
Eviter les effets de seuil 		 QUE LE MONTANT SOIT SUPERIEUR AU RSA 		 Score: 0.4970
Modalité : l'acte de naître 		 Modalités 		 Score: 0.4970
CONTRIBUER : la SEULE Vraie Voie de Sortie 		 REUNIR 		 Score: 0.4970
Droits ok, mais devoirs aussi 		 Une répartition équitable, sans contre-sens décourageants 		 Score: 0.4970
des process sans couture 		 Instituer le Revenu Universel tout court (et donc pas « d'activité ») 		 Score: 0.4970
Salaire mensuel universel individuel 		 Pas que le revenu , les dépenses du foyer aussi ... 		 Score: 0.4970
Une évaluation par un travailleur social (mi sur grille mi humaine) et un accompagnement pluri-disciplinaire 		 Fusionner entre les différentes strates de la collectivité. 		 Score: 0.4970
DU TRAVAIL EN CONTREPARTIE 		 Eviter les doublons 		 Score: 0.4970
Travailleurs Indépendants : un calcul Mensuel 		 Le revenu de développement 		 Score: 0.4969
Conditions - 1400 euros net Revenu minimum universel 		 Objet: Revenu universel d'activité / Revenu de base inconditionnel 		 Score: 0.4969
REVENU minimum pour tous et toutes sans distinction 		 Sous quelles conditions 		 Score: 0.4969
Financement par l'impôt comme d'habitude. 		 Taxe sur les Gros salaires des patrons d'entreprise et les rentiers de la République 		 Score: 0.4969
Uniquement en fonction des conditions de ressources 		 Un Revenu Universel dActivité pour compenser un manque de revenu 		 Score: 0.4969
RU 		 Un montant pour chacun 		 Score: 0.4969
REVENU minimum pour tous et toutes sans distinction 		 Prendre en compte le handicap et les enfants à charge 		 Score: 0.4969
Redistribution 		 revenus par personne 		 Score: 0.4969
financement 		 Solidarité nationela qui inclue les revenus du capital 		 Score: 0.4969
Obligation d'exercer une mission d'intêret publique en contrepartie 		 Un montant pour chacun 		 Score: 0.4969
les modalites 		 La condition humaine devrait suffire 		 Score: 0.4968
Le RU doit remplacer l'ensemble des prestations sociales et donc peut bénéficier de la réorientation des crédits existants 		 Réinsertion 		 Score: 0.4968
Traitement individuel ou conjoint 		 atteinte aux droit des familles des personnes handicapé 		 Score: 0.4968
Restaurer le congés Bilan de compéténces 		 Avec plus de moyens financiers car il aura des perdants 		 Score: 0.4968
revenu universel calcul 		 Financement sur la succession 		 Score: 0.4968
Délinquance 		 Instituer le Revenu Universel tout court (et donc pas « d'activité ») 		 Score: 0.4968
Pas d'impots supplementaires 		 Un filet de sécurité 		 Score: 0.4968
Pas que le revenu , les dépenses du foyer aussi ... 		 un minimum décent pour les demandeurs d'emploi et retraités 		 Score: 0.4968
Pas que le revenu , les dépenses du foyer aussi ... 		 Aides au logement et aah. 		 Score: 0.4968
Un « REvenu de VOcation CItoyens » (REVOCI / « Rêve aussi » !...) POUR TOU-TE-S, plutôt que le RUA : modalités de mise en uvre, pour réinventer/(ré)enchanter le Travail, notre Société et nos vies... 		 A associer aux besoins 		 Score: 0.4968
les modalites 		 CONDITIONS doit s'apparenter à  UN SENTIMENT DE LIBRE CHOIX ! 		 Score: 0.4967
Prise en compte de la situation familiale 		 devoir des allocataire 		 Score: 0.4967
Universalité Prendre en compte les revenues et les périodes travailler 		 Uniquement en fonction des conditions de ressources 		 Score: 0.4967
Revenu universel 		 Econnomies sur le fonctionnement 		 Score: 0.4967
solidarité nationale + taxe sur les transaction financiere des banque d'affaire 		 égalité de la république, que les plus riche partages avec les plus pauvres 		 Score: 0.4967
Inquiétudes pour le RUA 		 Par l'impot payé par tous 		 Score: 0.4967
Obligation d'exercer une mission d'intêret publique en contrepartie 		 Déclaration de revenus 		 Score: 0.4966
DU TRAVAIL EN CONTREPARTIE 		 Exclusion définitive du rua 		 Score: 0.4966
Suspendre ou supprimer le RSA pour les personnes auteurs ou dont les enfants à charge sont auteurs de dégradations de biens publiques ou privés 		 Ne pas récupérer le RUA sur succession, même si l'ASPA y est intégrée 		 Score: 0.4966
Bulletin de salaire 		 revenu universel activite 		 Score: 0.4966
Les robots ou machines robotiques remplacent déjà les salariés dans beaucoup d'entreprises... 		 Travailleurs Indépendants : un calcul Mensuel 		 Score: 0.4966
fusion de toutes les aides sociales 		 Redistribution 		 Score: 0.4966
Garantir un écart significatif avec le travail 		 que le RUA vienne en plus de l ahh ou pension d'invalidité 		 Score: 0.4966
Les conditions pour bénéficier du Revenu universel d'activité 		 Récupérable Sur la sucession 		 Score: 0.4966
Récupérer les aides sur succession 		 Lutter contre le non-recours est intéressant à condition de le financer 		 Score: 0.4966
Eviter les doublons 		 REUNIR 		 Score: 0.4966
Prendre en compte les revenus et la situation du foyer 		 Autofinancement 		 Score: 0.4966
Les conditions pour bénéficier du Revenu universel d'activité 		 faire la demande auprès d'une assitante sociale (et en augmenter les effectifs) 		 Score: 0.4966
Droits ok, mais devoirs aussi 		 Un montant pour chacun 		 Score: 0.4966
Pas de conditions de ressources si ce doit être universel. 		 Les conditions pour bénéficier du Revenu universel d'activité 		 Score: 0.4965
Pas que le revenu , les dépenses du foyer aussi ... 		 Effet pervers du financement par l'impôt? 		 Score: 0.4965
Récupération sur succession 		 Comment redistribuer de façon solidaire 		 Score: 0.4965
A LONG TERME... 		 A toutes personnes subissant un changement de situation non souhaité 		 Score: 0.4965
activité en contrepartie du rua 		 Un RU non imposable ! 		 Score: 0.4965
Fin du droit automatique sans contrepartie 		 des process sans couture 		 Score: 0.4965
Les revenus du foyer 		 Financement par l'impôt comme d'habitude. 		 Score: 0.4965
Prendre en compte tous les biens et revenus (individuels ou foyers selon évaluation) et toutes les charges et obligations 		 Simple et garanti ex: 600 par adulte, 300 par enfants, pour tou(te)s quel que soit le revenu. 		 Score: 0.4965
versement allocation logement 		 Simple et garanti ex: 600 par adulte, 300 par enfants, pour tou(te)s quel que soit le revenu. 		 Score: 0.4965
Prendre en compte le fait d'avoir des enfants à charge 		 INFORMER LES PERSONNES 		 Score: 0.4965
Obligation d'exercer une mission d'intêret publique en contrepartie 		 ne pas compter l'APL dans cette réforme 		 Score: 0.4965
Fixer un revenu minimum décent. 		 Envisager un impôt sur le revenu des personnes physiques négatif faisant office de revenu universel d'activité 		 Score: 0.4965
Ne pas prendre la situation personnelle de la personne dans le calcul du revenu (AAH) 		 Reconnaître la précarité 		 Score: 0.4964
QUE LE MONTANT SOIT SUPERIEUR AU RSA 		 Un RUA social 		 Score: 0.4964
Il doit tout prendre en compte 		 Justificatif 		 Score: 0.4964
Vous avez dit universel! 		 aller vers un revenu universel 		 Score: 0.4964
Prendre en compte uniquement  la situation personnelle du demandeur 		 LE REVENU DOIT ETRE INDIVIDUEL ET INDIVIDUALISE 		 Score: 0.4964
Traquer les fraude, appliquer le non cumul des mandats, réduire les disparités public/ privé 		 juste sur les revenus 		 Score: 0.4964
Prendre en compte le fait d'avoir des enfants à charge 		 Prendre en compte les problématiques spécifiques 		 Score: 0.4964
Dès l'attribution du Revenu universel d'activité, offrir un accompagnement professionnel et/ou social immédiat, selon la situation de la personne 		 CONDITIONS doit s'apparenter à  UN SENTIMENT DE LIBRE CHOIX ! 		 Score: 0.4964
mauvaise idee 		 CAISSE DES REVENUS 		 Score: 0.4964
